TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,097315,0,0,0,0,7,0,317,7,0,4,7,21,"$10,591","$80,903",26,0,0,1,1,13% ,73% ,2,0,1,70% ,0,1,33% 
0,097348,5,1,0,0,8,1,150,20,0,0,2,4,"$17,073","$27,107",5,1,1,0,1,63% ,50% ,2,1,2,67% ,3,2,50% 
0,097416,0,0,0,4,1,6,98,8,0,1,7,4,"$2,903","$4,078",7,3,2,1,1,71% ,38% ,0,3,3,31% ,3,3,175% 
0,097525,1,0,1,3,2,5,114,2,1,2,2,3,"$25,612","$27,283",7,3,1,2,3,94% ,18% ,0,1,3,27% ,1,1,67% 
0,097545,1,1,0,4,2,3,202,2,2,5,6,7,"$11,766","$19,708",7,0,0,3,3,60% ,67% ,0,0,0,78% ,1,0,86% 
0,097579,0,0,0,2,4,7,265,3,2,3,6,13,"$25,639","$77,037",19,0,0,5,7,33% ,81% ,0,0,2,62% ,0,0,46% 
0,097592,1,1,0,3,1,4,95,8,0,4,5,2,$0,$433,5,1,0,,,0% ,30% ,2,0,2,20% ,1,1,250% 
0,097618,0,0,0,1,3,1,162,21,0,0,1,3,"$26,828","$34,190",6,4,2,1,1,78% ,18% ,0,4,10,27% ,4,4,33% 
0,097636,2,0,0,2,3,0,183,11,0,1,1,4,$0,"$4,082",13,0,0,,,0% ,23% ,0,1,4,31% ,3,1,25% 
0,097681,2,2,0,0,10,0,186,25,0,0,0,2,"$2,317","$4,012",6,0,0,0,2,58% ,38% ,3,0,1,25% ,1,0,0% 
0,097750,0,0,0,0,,0,360,51,0,0,0,2,"$7,937","$8,834",5,0,0,2,2,90% ,40% ,0,0,0,40% ,0,0,0% 
0,097761,0,0,0,1,2,2,82,2,1,5,11,15,"$5,728","$22,801",19,0,0,2,2,25% ,63% ,0,0,0,63% ,0,0,73% 
0,097785,0,0,0,0,21,1,191,18,0,0,2,8,"$13,525","$28,172",14,1,1,2,3,48% ,20% ,3,2,6,53% ,2,4,25% 
0,097799,0,0,0,7,1,16,65,7,0,3,15,15,"$30,456","$63,283",24,0,0,2,3,48% ,92% ,0,0,0,60% ,0,0,100% 
0,097836,3,2,0,14,0,4,17,17,0,0,1,1,$0,"$2,000",1,0,0,,,0% ,100% ,0,0,0,100% ,3,0,100% 
0,097859,3,1,1,0,10,0,76,17,0,0,2,1,"$11,345","$20,169",6,8,1,0,1,56% ,29% ,0,1,8,7% ,1,1,200% 
0,097999,0,0,0,2,1,1,127,7,0,1,1,7,"$18,475","$33,981",17,1,1,3,3,54% ,45% ,0,1,2,35% ,1,1,14% 
0,098023,0,0,0,5,1,0,222,24,0,0,1,4,"$1,961","$12,806",7,0,0,0,0,15% ,57% ,0,0,1,57% ,0,0,25% 
0,098058,0,0,0,2,1,1,243,3,1,2,3,10,"$12,081","$55,959",16,0,0,1,1,22% ,60% ,0,0,0,50% ,0,0,30% 
0,098163,0,0,0,2,1,4,162,5,0,6,9,11,"$27,854","$48,029",16,0,0,2,5,58% ,71% ,0,0,0,65% ,0,0,82% 
0,098215,0,0,0,1,1,1,282,12,0,1,3,10,"$39,966","$54,409",16,0,0,4,5,73% ,56% ,1,0,3,63% ,0,0,30% 
0,098257,1,0,0,0,,0,259,25,0,0,0,3,,,8,2,1,,,,40% ,0,1,5,30% ,1,1,0% 
0,098306,0,0,0,0,,0,101,1,1,2,3,6,"$35,442","$39,498",10,3,2,3,3,90% ,40% ,1,3,4,40% ,3,3,50% 
0,098409,0,0,0,6,0,4,92,2,1,4,6,19,"$72,047","$112,928",29,0,0,3,5,64% ,72% ,0,0,0,59% ,0,0,32% 
0,098435,0,0,0,2,1,2,208,18,0,0,5,11,"$18,873","$35,132",24,0,0,4,6,54% ,54% ,1,0,1,42% ,0,0,45% 
0,098488,2,2,0,0,,0,246,36,0,0,0,19,"$45,036","$160,217",18,5,5,0,7,28% ,67% ,0,5,5,79% ,7,5,0% 
0,098513,12,10,0,1,5,1,189,24,0,0,1,3,"$10,864","$13,138",8,2,1,2,2,83% ,8% ,3,3,6,23% ,12,5,33% 
0,098553,2,0,0,0,13,2,106,50,0,0,0,2,"$1,340","$1,500",2,0,0,1,1,89% ,100% ,0,0,0,100% ,0,0,0% 
0,098554,5,5,0,1,0,2,170,7,0,1,3,5,"$3,477","$4,156",9,0,0,2,3,84% ,56% ,2,0,2,56% ,4,1,60% 
0,098574,1,1,0,2,2,2,151,17,0,0,1,7,"$4,519","$5,993",8,3,1,2,5,75% ,9% ,3,3,5,64% ,4,5,14% 
0,098613,0,0,0,3,0,0,196,6,0,4,9,14,"$20,945","$25,911",24,0,0,9,12,81% ,62% ,0,0,1,54% ,0,0,64% 
0,098638,0,0,0,0,13,1,47,4,0,4,7,8,"$35,806","$52,850",8,0,0,1,5,68% ,73% ,0,0,0,73% ,0,0,88% 
0,098639,1,1,0,4,0,8,195,3,1,3,5,6,"$9,708","$10,901",14,0,0,3,3,89% ,53% ,0,0,4,40% ,1,0,83% 
0,098685,0,0,0,4,1,3,120,6,0,1,2,12,"$19,210","$22,671",16,1,1,7,7,85% ,72% ,0,1,2,67% ,1,1,17% 
0,098723,0,0,0,2,1,1,167,3,1,6,9,19,"$36,845","$56,317",32,0,0,8,10,65% ,68% ,0,0,0,56% ,0,0,47% 
0,098808,0,0,0,7,2,8,356,3,1,6,6,18,"$18,323","$30,838",27,0,0,7,7,59% ,55% ,2,1,3,58% ,1,2,33% 
0,098837,1,1,0,1,1,1,93,3,1,5,6,5,"$18,399","$19,089",9,4,2,3,4,96% ,53% ,0,3,4,33% ,4,3,120% 
0,098956,0,0,0,0,9,3,171,5,0,3,5,6,"$20,267","$20,973",19,0,0,4,4,97% ,30% ,0,2,3,26% ,2,2,83% 
0,099069,0,0,0,1,6,3,158,5,0,3,9,7,"$10,440","$20,624",10,0,0,3,4,51% ,71% ,0,0,0,50% ,0,0,129% 
0,099126,2,1,1,14,0,13,138,7,0,2,6,9,"$17,253","$20,891",10,1,0,6,7,83% ,73% ,1,0,1,82% ,0,0,67% 
0,099268,1,0,1,7,0,7,98,19,0,0,4,3,"$6,227","$5,654",4,3,0,2,2,110% ,38% ,2,0,4,38% ,0,1,133% 
0,099305,0,0,0,1,1,1,190,7,0,2,3,9,"$26,742","$45,026",13,1,0,4,5,59% ,71% ,0,0,1,64% ,0,0,33% 
0,099348,0,0,0,8,1,8,88,5,0,4,7,11,"$41,382","$47,693",19,0,0,7,8,87% ,60% ,2,0,1,55% ,0,1,64% 
0,099445,3,1,0,14,1,9,118,6,0,3,7,5,"$7,467","$12,088",9,5,4,2,2,62% ,47% ,0,5,6,33% ,5,5,140% 
0,099453,1,0,0,3,1,7,109,12,0,2,3,12,"$12,489","$28,984",20,2,1,2,2,43% ,43% ,3,2,3,52% ,3,3,25% 
0,099463,2,2,0,4,1,2,107,5,0,2,4,10,"$39,166","$45,692",19,0,0,6,8,86% ,70% ,0,0,0,50% ,2,0,40% 
0,099475,3,2,0,4,1,3,80,5,0,1,1,1,$594,$691,1,2,1,1,1,86% ,33% ,0,1,2,33% ,1,1,100% 
0,099541,1,0,1,12,0,18,110,1,2,7,18,14,"$59,940","$69,330",37,0,0,6,8,86% ,69% ,0,0,0,36% ,0,0,129% 
0,099564,0,0,0,3,1,3,142,15,0,0,1,13,"$34,266","$55,065",22,0,0,5,8,62% ,83% ,0,0,0,57% ,0,0,8% 
0,099601,1,0,1,0,,0,319,2,1,2,4,5,$306,$722,7,5,2,1,1,42% ,43% ,0,2,5,36% ,2,2,80% 
0,099605,0,0,0,3,0,0,223,5,0,3,5,7,"$16,506","$19,063",9,1,0,5,6,87% ,55% ,1,1,1,64% ,1,1,71% 
0,099744,1,1,0,3,1,14,57,8,0,1,8,14,"$23,729","$38,126",21,0,0,3,5,62% ,81% ,0,0,0,67% ,0,0,57% 
0,099804,0,0,0,0,17,0,243,53,0,0,0,6,"$8,614","$17,432",13,1,1,1,2,49% ,50% ,2,1,2,43% ,1,2,0% 
0,099831,2,2,0,4,1,0,142,16,0,0,3,3,$725,"$1,346",4,1,1,1,2,54% ,60% ,0,1,1,60% ,2,1,100% 
0,099880,0,0,0,2,1,0,213,4,0,6,11,10,"$45,196","$82,646",27,1,0,4,4,55% ,58% ,0,0,1,32% ,0,0,110% 
0,099925,0,0,0,1,5,0,120,24,0,0,2,7,"$13,352","$22,705",11,1,0,1,3,59% ,54% ,0,1,2,54% ,1,1,29% 
0,099998,1,0,1,6,1,3,57,3,1,2,6,5,$69,$869,6,0,0,1,1,8% ,86% ,2,0,1,71% ,0,1,120% 
0,100077,0,0,0,2,3,2,218,22,0,0,3,29,"$210,612","$240,701",39,0,0,20,22,88% ,63% ,3,1,1,73% ,1,1,10% 
0,100107,0,0,0,1,2,1,78,1,3,3,5,7,"$9,029","$10,436",5,0,0,2,4,87% ,71% ,0,0,0,100% ,0,0,71% 
0,100130,0,0,0,8,1,4,31,8,0,1,3,3,$313,"$3,142",3,0,0,1,1,10% ,75% ,0,0,0,75% ,0,0,100% 
0,100140,0,0,0,1,1,2,268,10,0,2,2,5,"$3,674","$15,600",9,1,0,0,1,24% ,58% ,0,0,1,42% ,0,0,40% 
0,100144,0,0,0,18,0,12,45,2,2,7,7,8,"$32,881","$36,404",7,0,0,3,4,90% ,78% ,0,0,0,89% ,0,0,88% 
0,100168,0,0,0,0,,0,82,14,0,0,2,15,"$19,148","$45,048",18,0,0,3,3,43% ,80% ,0,0,2,75% ,0,0,13% 
0,100268,0,0,0,6,2,6,270,4,0,5,5,12,"$12,659","$49,235",21,0,0,1,1,26% ,73% ,0,0,0,55% ,0,0,42% 
0,100292,0,0,0,5,1,5,134,3,1,3,4,6,"$14,267","$16,064",9,0,0,4,5,89% ,70% ,0,0,2,60% ,0,0,67% 
0,100447,1,0,1,7,0,7,87,5,0,2,9,8,"$17,456","$20,889",12,2,1,5,8,84% ,79% ,0,1,2,57% ,1,1,113% 
0,100474,0,0,0,13,0,7,69,9,0,1,1,1,,,3,0,0,,,,67% ,0,0,0,33% ,0,0,100% 
0,100476,1,0,0,0,15,0,90,5,0,3,7,7,"$19,386","$44,980",15,0,0,2,2,43% ,63% ,0,0,0,44% ,0,0,100% 
0,100572,0,0,0,1,1,0,25,25,0,0,0,1,"$3,102","$5,300",1,0,0,0,1,59% ,100% ,0,0,0,100% ,0,0,0% 
0,100612,2,2,0,1,1,1,122,34,0,0,0,1,"$1,223","$7,338",3,1,0,0,0,17% ,50% ,0,0,1,25% ,2,0,0% 
0,100699,0,0,0,1,4,0,333,19,0,0,1,8,"$27,929","$30,508",13,1,0,4,4,92% ,67% ,0,0,2,53% ,0,0,13% 
0,100725,0,0,0,0,,0,262,8,0,2,3,7,"$10,824","$13,113",16,0,0,3,3,83% ,59% ,0,0,0,41% ,0,0,43% 
0,100730,0,0,0,0,18,1,137,9,0,2,5,13,"$19,603","$43,116",25,0,0,1,2,45% ,43% ,3,0,1,46% ,0,1,38% 
0,100792,1,0,1,0,7,1,131,7,0,2,6,8,"$27,949","$33,416",17,0,0,4,6,84% ,44% ,3,0,0,44% ,0,0,75% 
0,100799,0,0,0,1,2,3,106,10,0,1,6,7,"$17,812","$34,976",12,0,0,3,4,51% ,92% ,0,0,0,58% ,0,0,86% 
0,100821,0,0,0,11,0,6,58,2,1,7,12,13,"$19,754","$26,802",19,0,0,7,8,74% ,81% ,0,0,0,62% ,0,0,92% 
0,100899,3,2,0,0,,0,282,13,0,0,1,2,$0,$0,8,0,0,,,0% ,44% ,0,0,0,22% ,1,0,50% 
0,100978,0,0,0,6,1,3,138,7,0,3,4,9,"$35,431","$41,204",17,0,0,6,6,86% ,76% ,0,0,0,53% ,0,0,44% 
0,101031,1,0,1,1,5,4,97,10,0,1,3,3,"$10,333","$25,055",4,12,0,1,1,41% ,11% ,2,0,13,16% ,0,1,100% 
0,101039,1,1,0,4,1,6,251,4,0,3,5,6,"$9,648","$10,695",14,1,0,3,4,90% ,50% ,2,1,3,38% ,1,2,83% 
0,101062,1,0,0,0,16,0,149,149,0,0,0,1,,,1,0,0,,,,50% ,0,0,0,50% ,0,0,0% 
0,101076,0,0,0,0,16,0,211,5,0,2,2,7,"$14,450","$18,764",19,2,0,5,5,77% ,41% ,0,0,6,32% ,0,0,29% 
0,101102,1,0,0,0,,0,215,24,0,0,1,15,"$16,687","$25,451",28,0,0,4,8,66% ,67% ,0,0,3,50% ,0,0,7% 
0,101137,0,0,0,2,1,2,296,7,0,1,1,5,"$10,653","$10,608",18,1,0,3,3,100% ,43% ,0,0,2,24% ,0,0,20% 
0,101407,0,0,0,0,9,0,219,9,0,1,1,3,"$7,432","$8,700",6,1,0,2,2,85% ,13% ,3,0,1,38% ,0,0,33% 
0,101456,0,0,1,12,1,8,237,8,0,2,8,9,"$31,006","$35,011",19,2,2,5,5,89% ,62% ,0,2,2,43% ,2,2,89% 
0,101505,0,0,0,0,12,3,124,9,0,2,4,9,"$14,349","$18,292",17,0,0,4,5,78% ,65% ,0,0,0,53% ,0,0,44% 
0,101617,2,0,1,0,,0,241,4,0,2,3,6,"$10,024","$11,460",14,12,2,2,2,87% ,31% ,0,2,14,23% ,2,2,50% 
0,101691,0,0,0,4,6,0,10,10,0,1,1,1,$0,$500,1,0,0,,,0% ,100% ,0,0,0,100% ,0,0,100% 
0,101752,0,0,0,4,1,3,123,6,0,6,7,13,"$2,427","$49,643",27,0,0,0,0,5% ,63% ,1,0,0,41% ,0,0,54% 
0,101793,0,0,0,1,0,2,143,14,0,0,3,8,"$10,084","$29,351",17,0,0,0,0,34% ,56% ,0,0,0,44% ,0,0,38% 
0,101800,1,1,0,11,1,9,60,4,0,1,1,2,$112,$191,1,1,1,1,1,59% ,50% ,0,1,1,100% ,1,1,50% 
0,101814,0,0,0,3,1,3,170,1,1,1,2,11,"$31,426","$36,763",28,0,0,6,7,85% ,50% ,3,0,0,37% ,0,0,18% 
0,101817,0,0,0,1,1,2,120,1,1,4,7,9,"$39,465","$65,358",20,0,0,3,4,60% ,57% ,1,0,0,43% ,0,0,78% 
0,101829,1,0,0,1,2,0,110,7,0,3,5,9,"$9,172","$11,680",20,4,0,3,3,79% ,46% ,1,1,9,38% ,1,1,56% 
0,101880,7,0,1,2,1,1,155,67,0,0,0,1,"$1,433","$2,142",4,2,0,0,1,67% ,17% ,0,0,4,17% ,0,0,0% 
0,101970,1,1,0,4,1,12,161,6,0,2,6,8,"$44,439","$52,204",25,0,0,4,6,85% ,48% ,3,0,2,32% ,0,0,75% 
0,102007,0,0,0,5,1,4,140,2,1,2,3,6,"$13,512","$24,352",13,0,0,1,2,55% ,47% ,0,0,1,40% ,0,0,50% 
0,102049,0,0,0,4,1,4,298,31,0,0,0,9,"$23,081","$36,035",15,1,1,5,6,64% ,47% ,0,1,1,53% ,1,1,0% 
0,102068,0,0,0,9,2,15,73,3,1,2,5,6,"$9,054","$12,033",15,1,1,2,4,75% ,65% ,0,1,2,35% ,1,1,83% 
0,102079,9,8,1,5,1,5,107,4,0,2,4,5,"$15,538","$18,059",6,1,1,3,3,86% ,56% ,0,1,1,56% ,8,1,80% 
0,102165,0,0,0,1,5,0,234,25,0,0,0,12,"$28,005","$32,393",17,1,1,6,6,86% ,70% ,0,1,1,60% ,1,1,0% 
0,102261,0,0,0,0,18,0,31,22,0,0,2,4,"$3,233","$4,100",4,0,0,1,2,79% ,80% ,0,0,0,80% ,0,0,50% 
0,102309,5,5,0,3,0,4,208,6,0,3,9,10,"$32,955","$37,663",21,1,1,6,7,88% ,40% ,3,1,3,40% ,4,1,90% 
0,102324,0,0,0,3,3,7,201,8,0,2,4,7,"$49,638","$54,362",11,0,0,3,3,91% ,54% ,1,1,4,54% ,1,1,57% 
0,102445,1,1,0,1,2,2,219,8,0,3,7,11,"$41,446","$51,721",17,3,1,6,7,80% ,70% ,0,1,3,55% ,2,1,64% 
0,102511,0,0,0,4,0,2,322,20,0,0,1,11,"$52,849","$72,141",23,0,0,9,10,73% ,39% ,3,0,0,48% ,0,0,9% 
0,102556,2,1,0,1,5,0,376,29,0,0,0,8,"$9,946","$20,404",10,2,1,1,3,49% ,40% ,2,2,5,53% ,3,3,0% 
0,102624,0,0,0,6,1,2,108,4,0,6,6,9,"$31,230","$60,622",29,0,0,2,4,52% ,55% ,0,0,0,29% ,0,0,67% 
0,102748,0,0,0,2,0,1,88,29,0,0,0,5,"$9,181","$12,174",5,0,0,2,3,75% ,80% ,0,0,0,100% ,0,0,0% 
0,102753,0,0,0,1,1,1,274,2,1,5,5,10,"$27,221","$34,812",21,0,0,4,5,78% ,43% ,2,2,3,43% ,2,3,50% 
0,102819,0,0,0,2,2,1,287,2,2,3,3,13,"$16,889","$63,147",18,0,0,2,2,27% ,64% ,0,0,0,59% ,0,0,23% 
0,102852,1,0,0,3,3,4,45,5,0,1,1,1,$821,$880,2,0,0,1,1,93% ,67% ,0,0,0,33% ,1,0,100% 
0,102890,0,0,0,0,,0,141,14,0,0,3,5,"$11,078","$12,039",7,0,0,4,5,92% ,14% ,3,0,0,71% ,0,0,60% 
0,103009,4,2,1,8,1,14,106,4,0,6,12,9,"$26,665","$30,948",23,3,2,7,7,86% ,67% ,0,2,3,33% ,2,2,133% 
0,103038,0,0,0,7,0,1,118,1,2,3,8,17,"$56,772","$70,452",21,0,0,6,12,81% ,65% ,0,0,0,65% ,0,0,47% 
0,103112,11,10,0,1,1,0,159,56,0,0,0,4,"$4,531","$25,163",9,0,0,1,1,18% ,44% ,0,0,0,44% ,3,0,0% 
0,103168,13,1,0,6,0,12,126,6,0,1,2,2,$0,$0,6,4,3,,,0% ,27% ,0,4,6,18% ,8,4,100% 
0,103203,1,1,0,3,3,0,95,13,0,0,8,5,"$2,035","$6,607",11,0,0,1,1,31% ,50% ,0,0,3,36% ,0,0,160% 
0,103358,0,0,0,0,24,0,17,17,0,0,1,1,"$6,326","$8,732",1,0,0,0,1,72% ,100% ,0,0,0,100% ,0,0,100% 
0,103393,3,1,0,1,4,1,199,7,0,2,6,9,"$24,748","$41,098",12,1,0,2,5,60% ,53% ,2,0,4,47% ,0,1,67% 
0,103462,0,0,0,4,0,7,175,3,1,4,10,14,"$38,153","$47,462",26,0,0,6,9,80% ,65% ,0,0,6,54% ,0,0,71% 
0,103607,0,0,0,3,2,2,168,13,0,0,8,11,"$48,214","$64,170",27,0,0,7,7,75% ,38% ,3,0,0,34% ,0,0,73% 
0,103645,6,3,0,7,0,1,8,7,0,2,2,2,$624,$900,2,0,0,1,2,69% ,100% ,0,0,0,100% ,0,0,100% 
0,103795,1,1,0,6,1,6,148,3,1,2,5,3,"$1,120","$1,256",4,2,1,1,2,89% ,20% ,2,1,3,30% ,2,2,167% 
0,103910,0,0,0,1,1,2,342,14,0,0,2,8,"$24,356","$32,793",16,2,2,1,5,74% ,56% ,0,2,3,44% ,2,2,25% 
0,103932,2,0,1,2,6,3,127,4,0,1,2,1,$0,$0,6,7,2,,,0% ,29% ,0,2,7,7% ,2,2,200% 
0,104013,1,0,0,3,1,3,227,2,2,4,6,12,"$32,124","$59,751",21,0,0,5,5,54% ,63% ,0,0,0,50% ,0,0,50% 
0,104129,18,18,0,8,0,11,150,3,1,1,2,12,"$33,384","$53,186",20,1,1,7,9,63% ,33% ,3,2,6,50% ,19,4,17% 
0,104135,0,0,0,0,8,2,105,13,0,0,4,7,"$4,530","$11,862",8,3,2,3,4,38% ,9% ,3,4,5,64% ,4,5,57% 
0,104169,0,0,0,0,,0,96,11,0,1,1,1,"$4,417","$5,000",3,0,0,1,1,88% ,33% ,0,0,0,33% ,0,0,100% 
0,104191,1,0,1,1,1,0,106,31,0,0,0,1,$0,$0,3,4,1,0,0,0% ,14% ,0,1,4,14% ,1,1,0% 
0,104284,1,0,1,8,1,7,308,4,0,4,5,11,"$32,031","$40,339",18,10,5,5,6,79% ,52% ,0,5,13,35% ,5,5,45% 
0,104308,0,0,0,7,0,9,130,2,2,3,3,5,"$18,599","$32,798",7,0,0,1,3,57% ,44% ,0,1,1,56% ,1,1,60% 
0,104352,0,0,0,1,6,2,163,5,0,1,3,7,"$24,016","$45,076",13,0,0,3,3,53% ,73% ,0,0,0,47% ,0,0,43% 
0,104353,0,0,0,0,,0,98,5,0,5,7,8,"$26,436","$29,898",13,0,0,5,5,88% ,62% ,2,0,1,62% ,0,1,88% 
0,104356,0,0,0,0,14,3,150,3,1,1,5,5,"$5,967","$9,457",5,0,0,1,3,63% ,43% ,1,0,1,71% ,0,0,100% 
0,104361,0,0,0,2,5,0,108,6,0,4,6,14,"$20,976","$75,638",29,0,0,1,2,28% ,70% ,0,1,1,47% ,1,1,43% 
0,104388,0,0,0,0,7,1,67,3,2,3,4,9,"$4,287","$7,553",15,0,0,2,3,57% ,75% ,1,0,1,56% ,0,0,44% 
0,104405,0,0,0,0,24,1,157,23,0,0,2,6,"$1,218","$4,003",20,0,0,1,2,30% ,62% ,0,0,0,29% ,0,0,33% 
0,104526,3,1,0,6,1,7,320,16,0,0,1,2,"$42,067","$47,828",10,2,0,1,1,88% ,21% ,2,0,4,14% ,0,1,50% 
0,104564,1,1,0,11,1,1,97,5,0,2,3,13,"$12,735","$17,805",19,4,4,3,5,72% ,58% ,2,4,5,50% ,4,5,23% 
0,104631,0,0,0,3,2,2,202,4,0,1,1,3,"$13,245","$22,849",5,5,0,2,2,58% ,27% ,0,0,6,27% ,0,0,33% 
0,104666,4,3,0,1,0,2,16,16,0,0,1,1,$769,$860,1,0,0,1,1,89% ,100% ,0,0,0,100% ,0,0,100% 
0,104693,1,0,0,2,1,1,83,5,0,4,5,5,"$2,988","$3,292",7,2,0,4,4,91% ,67% ,0,0,2,56% ,1,0,100% 
0,104743,1,1,0,15,0,9,53,2,1,2,3,3,"$28,226","$30,965",3,1,0,1,2,91% ,60% ,0,0,1,60% ,1,0,100% 
0,104785,2,0,0,6,1,6,121,11,0,1,4,13,"$1,699","$40,984",21,0,0,0,0,4% ,74% ,1,0,0,57% ,2,0,31% 
0,104789,0,0,0,2,0,1,49,15,0,0,4,9,"$8,304","$13,445",9,0,0,2,4,62% ,73% ,0,1,1,82% ,1,1,44% 
0,104794,0,0,0,5,1,2,232,3,1,2,3,9,"$29,669","$31,074",23,3,0,7,7,95% ,62% ,0,0,12,31% ,0,0,33% 
0,104808,0,0,0,0,24,0,209,2,1,2,5,9,"$21,780","$48,516",15,0,0,0,2,45% ,47% ,0,0,0,47% ,0,0,56% 
0,104950,4,1,0,1,4,3,112,6,0,1,2,3,"$9,292","$13,361",4,0,0,1,2,70% ,50% ,2,0,1,75% ,0,1,67% 
0,104997,1,1,0,5,1,4,141,11,0,1,2,11,"$19,814","$23,557",23,0,0,6,8,84% ,50% ,2,1,3,42% ,1,2,18% 
0,105036,0,0,0,5,1,3,227,25,0,0,0,7,"$12,979","$40,422",21,2,0,2,2,32% ,38% ,0,1,2,27% ,1,1,0% 
0,105047,3,0,1,0,,0,75,5,0,2,2,4,$796,"$8,383",5,5,2,1,1,10% ,50% ,0,2,6,40% ,3,2,50% 
0,105063,0,0,0,4,3,11,195,5,0,3,9,13,"$51,979","$74,010",20,4,4,7,7,70% ,65% ,0,4,5,50% ,4,4,69% 
0,105096,1,1,0,3,2,3,99,2,1,1,3,8,"$26,293","$36,422",11,0,0,4,6,72% ,53% ,2,0,1,53% ,1,1,38% 
0,105220,11,11,0,18,0,23,65,3,1,5,12,4,"$5,418","$6,264",22,1,1,3,4,86% ,46% ,0,1,1,14% ,5,1,300% 
0,105270,1,1,0,2,2,3,150,5,0,1,3,7,"$19,618","$26,443",13,3,0,4,6,74% ,39% ,1,0,4,39% ,0,0,43% 
0,105273,0,0,0,3,0,1,242,16,0,0,3,12,"$13,751","$45,402",20,0,0,2,2,30% ,73% ,0,0,0,55% ,0,0,25% 
0,105373,0,0,0,0,22,0,155,2,1,1,4,9,"$6,997","$22,048",14,0,0,3,5,32% ,38% ,3,1,3,56% ,1,2,44% 
0,105383,0,0,0,4,1,4,264,4,0,3,5,15,"$62,980","$109,758",32,0,0,3,4,57% ,51% ,0,0,0,41% ,0,0,33% 
0,105385,0,0,0,8,1,20,280,2,1,3,4,7,"$5,723","$11,135",13,3,3,1,1,51% ,41% ,0,3,5,41% ,3,3,57% 
0,105437,0,0,0,2,1,2,285,11,0,1,3,12,"$51,687","$65,796",19,0,0,8,8,79% ,71% ,0,0,0,57% ,0,0,25% 
0,105481,0,0,0,5,1,15,213,4,0,3,10,16,"$22,710","$47,830",32,0,0,3,7,47% ,59% ,0,0,1,47% ,0,0,63% 
0,105509,0,0,0,3,0,1,227,10,0,1,3,8,"$3,914","$36,080",12,0,0,0,0,11% ,69% ,2,0,1,62% ,0,1,38% 
0,105525,0,0,0,1,2,3,317,7,0,1,8,21,"$54,218","$132,032",35,0,0,2,5,41% ,71% ,0,0,0,55% ,0,0,38% 
0,105541,0,0,0,3,2,2,81,7,0,4,6,13,"$43,961","$49,822",10,1,1,9,10,88% ,56% ,0,1,1,72% ,1,1,46% 
0,105698,0,0,0,3,2,2,186,10,0,1,2,10,"$20,574","$40,008",17,0,0,1,3,51% ,53% ,0,0,1,53% ,0,0,20% 
0,105720,2,2,0,2,1,3,82,5,0,1,2,4,"$3,370","$5,436",6,1,1,3,3,62% ,29% ,0,1,2,57% ,1,1,50% 
0,105787,0,0,0,5,0,7,309,5,0,5,10,18,"$39,692","$53,401",38,0,0,8,9,74% ,63% ,2,0,1,45% ,0,1,56% 
0,105807,1,0,0,4,1,0,103,2,2,4,5,10,"$13,122","$24,422",10,3,2,3,3,54% ,29% ,0,3,5,59% ,4,3,50% 
0,106073,2,0,1,4,1,3,117,2,2,4,4,10,"$14,501","$26,908",8,11,2,6,7,54% ,26% ,0,2,11,43% ,2,2,40% 
0,106075,0,0,0,1,0,2,353,9,0,1,3,15,"$29,328","$45,145",25,1,0,7,9,65% ,74% ,2,0,2,56% ,0,1,20% 
0,106114,0,0,0,6,1,0,215,13,0,0,2,13,"$26,850","$41,610",26,0,0,4,5,65% ,66% ,1,0,1,45% ,0,0,15% 
0,106116,0,0,0,0,,0,78,2,1,5,11,19,"$27,022","$83,182",20,0,0,2,4,32% ,95% ,0,0,0,90% ,0,0,58% 
0,106123,0,0,0,0,,0,102,41,0,0,0,4,"$6,882","$14,221",8,0,0,1,1,48% ,50% ,0,0,1,50% ,0,0,0% 
0,106347,0,0,0,0,8,0,245,13,0,0,3,9,"$20,053","$23,872",20,2,1,4,5,84% ,40% ,1,2,5,36% ,2,2,33% 
0,106414,1,0,1,10,1,5,120,13,0,0,2,5,"$3,612","$6,406",8,9,9,2,3,56% ,47% ,0,9,9,29% ,9,9,40% 
0,106435,15,9,1,4,1,1,79,3,1,1,1,1,$150,$350,2,1,0,0,0,43% ,0% ,0,0,2,25% ,4,0,100% 
0,106436,1,0,1,4,1,3,338,6,0,1,3,6,"$3,406","$2,278",6,4,3,1,3,150% ,60% ,0,3,4,60% ,3,3,50% 
0,106479,0,0,0,3,1,1,228,11,0,1,3,7,"$27,565","$32,150",6,1,1,1,1,86% ,71% ,2,1,2,100% ,1,2,43% 
0,106482,1,1,0,3,0,2,133,8,0,1,6,8,"$6,518","$8,594",13,0,0,4,5,76% ,62% ,1,0,0,62% ,1,0,75% 
